fight,fighter,opponent,fighter_url,result,kd,sig. str.,sig. str. att,sig. str. %,total str.,total str. att,td,td att,td %,sub. att,rev.,ctrl,head,head att,body,body att,leg,leg att,distance,distance att,clinch,clinch att,ground,ground att
UFC Fight Night: Jedrzejczyk vs Penne: Nick Hein v Lukasz Sajewski,Lukasz Sajewski,Nick Hein,http://ufcstats.com/fighter-details/fb41432b622992a9,loss,0.0,26.0,86.0,0.3,37.0,97.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,17.0,67.0,5.0,12.0,4.0,7.0,25.0,83.0,1.0,3.0,0.0,0.0
UFC Fight Night: Jedrzejczyk vs Penne: Scott Askham v Antonio Dos Santos,Scott Askham,Antonio Dos Santos,http://ufcstats.com/fighter-details/06827d70c53ff0d9,win,2.0,11.0,16.0,0.68,12.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0833333333333333,7.0,11.0,2.0,3.0,2.0,2.0,7.0,8.0,3.0,7.0,1.0,1.0
UFC Fight Night: Jedrzejczyk vs Penne: Scott Askham v Antonio Dos Santos,Antonio Dos Santos,Scott Askham,http://ufcstats.com/fighter-details/81b8b3fb019dc69d,loss,0.0,11.0,21.0,0.52,13.0,24.0,0.0,1.0,0.0,0.0,0.0,1.2666666666666666,9.0,18.0,0.0,1.0,2.0,2.0,6.0,12.0,5.0,9.0,0.0,0.0
UFC Fight Night: Jedrzejczyk vs Penne: Dennis Siver v Tatsuya Kawajiri,Dennis Siver,Tatsuya Kawajiri,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,loss,0.0,22.0,60.0,0.36,90.0,137.0,0.0,0.0,,1.0,0.0,0.0,10.0,45.0,4.0,5.0,8.0,10.0,20.0,58.0,2.0,2.0,0.0,0.0
UFC Fight Night: Jedrzejczyk vs Penne: Dennis Siver v Tatsuya Kawajiri,Tatsuya Kawajiri,Dennis Siver,http://ufcstats.com/fighter-details/80d918336163b80c,win,0.0,22.0,39.0,0.56,47.0,68.0,4.0,14.0,0.28,0.0,0.0,8.483333333333333,15.0,31.0,6.0,7.0,1.0,1.0,17.0,34.0,0.0,0.0,5.0,5.0
UFC Fight Night: Jedrzejczyk vs Penne: Taylor Lapilus v Yuta Sasaki,Taylor Lapilus,Yuta Sasaki,http://ufcstats.com/fighter-details/8b1ed83b02303075,win,1.0,31.0,60.0,0.51,68.0,99.0,0.0,1.0,0.0,0.0,0.0,2.333333333333333,24.0,51.0,5.0,7.0,2.0,2.0,10.0,31.0,15.0,19.0,6.0,10.0
UFC Fight Night: Jedrzejczyk vs Penne: Taylor Lapilus v Yuta Sasaki,Yuta Sasaki,Taylor Lapilus,http://ufcstats.com/fighter-details/7c3c48cf54a2848e,loss,0.0,16.0,41.0,0.39,18.0,43.0,1.0,6.0,0.16,0.0,0.0,0.8666666666666667,3.0,20.0,3.0,5.0,10.0,16.0,15.0,39.0,1.0,2.0,0.0,0.0
UFC Fight Night: Jedrzejczyk vs Penne: Niklas Backstrom v Noad Lahat,Niklas Backstrom,Noad Lahat,http://ufcstats.com/fighter-details/39cc64bf0a269db9,loss,0.0,11.0,31.0,0.35,23.0,46.0,4.0,5.0,0.8,1.0,1.0,5.666666666666667,5.0,19.0,5.0,11.0,1.0,1.0,8.0,26.0,3.0,5.0,0.0,0.0
UFC Fight Night: Jedrzejczyk vs Penne: Niklas Backstrom v Noad Lahat,Noad Lahat,Niklas Backstrom,http://ufcstats.com/fighter-details/9f755fb04cc21499,win,0.0,62.0,100.0,0.62,105.0,148.0,1.0,3.0,0.33,1.0,3.0,4.2,49.0,82.0,9.0,13.0,4.0,5.0,19.0,40.0,25.0,34.0,18.0,26.0
UFC Fight Night: Jedrzejczyk vs Penne: Peter Sobotta v Steve Kennedy,Peter Sobotta,Steve Kennedy,http://ufcstats.com/fighter-details/1fcfc3709fe58151,win,0.0,6.0,13.0,0.46,7.0,14.0,2.0,2.0,1.0,1.0,0.0,1.35,2.0,9.0,2.0,2.0,2.0,2.0,6.0,13.0,0.0,0.0,0.0,0.0
UFC Fight Night: Jedrzejczyk vs Penne: Peter Sobotta v Steve Kennedy,Steve Kennedy,Peter Sobotta,http://ufcstats.com/fighter-details/185fb0200a4605e6,loss,0.0,3.0,12.0,0.25,3.0,12.0,0.0,1.0,0.0,0.0,0.0,0.4833333333333333,1.0,7.0,0.0,2.0,2.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0
UFC 188: Velasquez vs Werdum: Kelvin Gastelum v Nate Marquardt,Kelvin Gastelum,Nate Marquardt,http://ufcstats.com/fighter-details/8c0580d4fff106c1,win,0.0,59.0,110.0,0.53,126.0,188.0,1.0,2.0,0.5,0.0,0.0,3.65,41.0,87.0,12.0,17.0,6.0,6.0,39.0,83.0,7.0,11.0,13.0,16.0
UFC 188: Velasquez vs Werdum: Kelvin Gastelum v Nate Marquardt,Nate Marquardt,Kelvin Gastelum,http://ufcstats.com/fighter-details/a8e6a69796280f17,loss,0.0,18.0,49.0,0.36,24.0,57.0,0.0,2.0,0.0,0.0,0.0,0.2,8.0,37.0,10.0,12.0,0.0,0.0,16.0,43.0,2.0,4.0,0.0,2.0
UFC 188: Velasquez vs Werdum: Henry Cejudo v Chico Camus,Henry Cejudo,Chico Camus,http://ufcstats.com/fighter-details/056c493bbd76a918,win,0.0,62.0,143.0,0.43,133.0,219.0,1.0,15.0,0.06,0.0,0.0,5.083333333333333,39.0,112.0,21.0,29.0,2.0,2.0,47.0,115.0,15.0,26.0,0.0,2.0
UFC 188: Velasquez vs Werdum: Henry Cejudo v Chico Camus,Chico Camus,Henry Cejudo,http://ufcstats.com/fighter-details/32be4b7f7de1c905,loss,0.0,48.0,144.0,0.33,59.0,157.0,0.0,1.0,0.0,0.0,0.0,0.5166666666666667,39.0,133.0,9.0,11.0,0.0,0.0,38.0,126.0,9.0,17.0,1.0,1.0
UFC 188: Velasquez vs Werdum: Gilbert Melendez v Eddie Alvarez,Gilbert Melendez,Eddie Alvarez,http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1,loss,0.0,37.0,129.0,0.28,93.0,187.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,119.0,4.0,10.0,0.0,0.0,36.0,123.0,1.0,6.0,0.0,0.0
UFC 188: Velasquez vs Werdum: Gilbert Melendez v Eddie Alvarez,Eddie Alvarez,Gilbert Melendez,http://ufcstats.com/fighter-details/33a331684283900f,win,0.0,31.0,64.0,0.48,43.0,79.0,3.0,11.0,0.27,0.0,0.0,3.783333333333333,16.0,47.0,8.0,10.0,7.0,7.0,29.0,61.0,2.0,3.0,0.0,0.0
UFC 188: Velasquez vs Werdum: Cain Velasquez v Fabricio Werdum,Cain Velasquez,Fabricio Werdum,http://ufcstats.com/fighter-details/0ff11cc094e887bc,loss,0.0,88.0,169.0,0.52,117.0,201.0,4.0,5.0,0.8,0.0,0.0,2.966666666666667,54.0,128.0,6.0,8.0,28.0,33.0,65.0,135.0,23.0,34.0,0.0,0.0
UFC 188: Velasquez vs Werdum: Cain Velasquez v Fabricio Werdum,Fabricio Werdum,Cain Velasquez,http://ufcstats.com/fighter-details/492b202d2064e7a9,win,0.0,96.0,174.0,0.55,101.0,180.0,1.0,3.0,0.33,1.0,0.0,0.5,79.0,150.0,12.0,19.0,5.0,5.0,79.0,149.0,17.0,25.0,0.0,0.0
UFC 188: Velasquez vs Werdum: Tecia Pennington v Angela Hill,Tecia Pennington,Angela Hill,http://ufcstats.com/fighter-details/31ef8b67e13495b3,win,0.0,32.0,80.0,0.4,86.0,144.0,2.0,12.0,0.16,0.0,0.0,9.066666666666666,14.0,56.0,10.0,15.0,8.0,9.0,22.0,63.0,9.0,13.0,1.0,4.0
UFC 188: Velasquez vs Werdum: Tecia Pennington v Angela Hill,Angela Hill,Tecia Pennington,http://ufcstats.com/fighter-details/f0feeb2192937424,loss,0.0,27.0,68.0,0.39,66.0,110.0,0.0,0.0,,0.0,0.0,0.4166666666666667,16.0,50.0,8.0,15.0,3.0,3.0,16.0,52.0,11.0,15.0,0.0,1.0
UFC 188: Velasquez vs Werdum: Gabriel Benitez v Clay Collard,Gabriel Benitez,Clay Collard,http://ufcstats.com/fighter-details/436f970c9ea9169c,win,0.0,60.0,106.0,0.56,97.0,144.0,0.0,0.0,,1.0,0.0,0.95,13.0,48.0,30.0,37.0,17.0,21.0,55.0,99.0,1.0,2.0,4.0,5.0
UFC 188: Velasquez vs Werdum: Gabriel Benitez v Clay Collard,Clay Collard,Gabriel Benitez,http://ufcstats.com/fighter-details/cc900c6a71ed23f3,loss,0.0,34.0,158.0,0.21,54.0,184.0,6.0,11.0,0.54,0.0,0.0,4.783333333333333,17.0,136.0,5.0,8.0,12.0,14.0,30.0,151.0,3.0,4.0,1.0,3.0
UFC 188: Velasquez vs Werdum: Francisco Trevino v Johnny Case,Francisco Trevino,Johnny Case,http://ufcstats.com/fighter-details/97a6bbe6e6566a94,loss,0.0,34.0,74.0,0.45,49.0,90.0,0.0,2.0,0.0,0.0,1.0,1.2833333333333332,9.0,39.0,5.0,12.0,20.0,23.0,29.0,67.0,3.0,5.0,2.0,2.0
UFC 188: Velasquez vs Werdum: Francisco Trevino v Johnny Case,Johnny Case,Francisco Trevino,http://ufcstats.com/fighter-details/1f4b04a926ef1287,win,0.0,40.0,109.0,0.36,64.0,143.0,4.0,7.0,0.57,0.0,1.0,5.516666666666667,24.0,87.0,9.0,14.0,7.0,8.0,31.0,96.0,7.0,11.0,2.0,2.0
UFC 188: Velasquez vs Werdum: Yair Rodriguez v Charles Rosa,Yair Rodriguez,Charles Rosa,http://ufcstats.com/fighter-details/cbf5e6f231b55443,win,0.0,56.0,100.0,0.56,97.0,149.0,1.0,1.0,1.0,2.0,2.0,0.6,33.0,74.0,10.0,12.0,13.0,14.0,39.0,79.0,4.0,4.0,13.0,17.0
UFC 188: Velasquez vs Werdum: Yair Rodriguez v Charles Rosa,Charles Rosa,Yair Rodriguez,http://ufcstats.com/fighter-details/40093d1d2d78394e,loss,0.0,39.0,79.0,0.49,67.0,117.0,5.0,14.0,0.35,0.0,0.0,8.8,30.0,67.0,3.0,5.0,6.0,7.0,23.0,51.0,0.0,1.0,16.0,27.0
UFC 188: Velasquez vs Werdum: Augusto Montano v Cathal Pendred,Augusto Montano,Cathal Pendred,http://ufcstats.com/fighter-details/94508d80e1f885fc,loss,0.0,21.0,55.0,0.38,28.0,62.0,0.0,0.0,,0.0,0.0,0.0,8.0,33.0,7.0,15.0,6.0,7.0,14.0,42.0,7.0,13.0,0.0,0.0
UFC 188: Velasquez vs Werdum: Augusto Montano v Cathal Pendred,Cathal Pendred,Augusto Montano,http://ufcstats.com/fighter-details/99c7610aa74995d3,win,0.0,17.0,41.0,0.41,45.0,75.0,4.0,17.0,0.23,0.0,0.0,6.366666666666666,1.0,17.0,0.0,4.0,16.0,20.0,15.0,35.0,2.0,6.0,0.0,0.0
UFC 188: Velasquez vs Werdum: Efrain Escudero v Drew Dober,Efrain Escudero,Drew Dober,http://ufcstats.com/fighter-details/83fd97284f4bb4a4,win,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.3666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
UFC 188: Velasquez vs Werdum: Efrain Escudero v Drew Dober,Drew Dober,Efrain Escudero,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,loss,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
UFC 188: Velasquez vs Werdum: Alejandro Perez v Patrick Williams,Alejandro Perez,Patrick Williams,http://ufcstats.com/fighter-details/80daefbed11ce998,loss,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
UFC 188: Velasquez vs Werdum: Alejandro Perez v Patrick Williams,Patrick Williams,Alejandro Perez,http://ufcstats.com/fighter-details/39330403ad27c2bb,win,1.0,2.0,4.0,0.5,2.0,4.0,0.0,0.0,,1.0,0.0,0.0333333333333333,2.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0
UFC Fight Night: Boetsch vs Henderson: Tim Boetsch v Dan Henderson,Tim Boetsch,Dan Henderson,http://ufcstats.com/fighter-details/c80095f6092271a7,loss,0.0,3.0,6.0,0.5,3.0,6.0,0.0,0.0,,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Tim Boetsch v Dan Henderson,Dan Henderson,Tim Boetsch,http://ufcstats.com/fighter-details/1ccf4e7caff270df,win,1.0,12.0,15.0,0.8,12.0,15.0,0.0,0.0,,0.0,0.0,0.0833333333333333,12.0,15.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,8.0,9.0
UFC Fight Night: Boetsch vs Henderson: Brian Ebersole v Omari Akhmedov,Brian Ebersole,Omari Akhmedov,http://ufcstats.com/fighter-details/32ba186f4b0e3267,loss,0.0,2.0,13.0,0.15,3.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,1.0,3.0,2.0,13.0,0.0,0.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Brian Ebersole v Omari Akhmedov,Omari Akhmedov,Brian Ebersole,http://ufcstats.com/fighter-details/16690d100f995f8f,win,0.0,15.0,40.0,0.37,16.0,41.0,0.0,0.0,,0.0,0.0,0.0,7.0,26.0,4.0,5.0,4.0,9.0,14.0,37.0,1.0,3.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Francisco Rivera v Alex Caceres,Francisco Rivera,Alex Caceres,http://ufcstats.com/fighter-details/7ea4a9f07df33a45,win,1.0,5.0,9.0,0.55,5.0,9.0,0.0,0.0,,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,4.0
UFC Fight Night: Boetsch vs Henderson: Francisco Rivera v Alex Caceres,Alex Caceres,Francisco Rivera,http://ufcstats.com/fighter-details/7aa3d6964eff4877,loss,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.05,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Joe Proctor v Justin Edwards,Joe Proctor,Justin Edwards,http://ufcstats.com/fighter-details/a36556bb1565e32d,win,0.0,67.0,175.0,0.38,69.0,177.0,0.0,0.0,,3.0,0.0,0.4666666666666667,42.0,143.0,14.0,17.0,11.0,15.0,55.0,157.0,12.0,18.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Joe Proctor v Justin Edwards,Justin Edwards,Joe Proctor,http://ufcstats.com/fighter-details/e56daf7725a0b5ab,loss,0.0,63.0,171.0,0.36,71.0,179.0,2.0,3.0,0.66,0.0,0.0,2.1666666666666665,47.0,139.0,12.0,22.0,4.0,10.0,43.0,141.0,20.0,30.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Shawn Jordan v Derrick Lewis,Shawn Jordan,Derrick Lewis,http://ufcstats.com/fighter-details/ca2efc9d7d523c43,win,1.0,23.0,37.0,0.62,65.0,83.0,3.0,4.0,0.75,0.0,0.0,3.5166666666666666,22.0,34.0,1.0,3.0,0.0,0.0,3.0,9.0,5.0,9.0,15.0,19.0
UFC Fight Night: Boetsch vs Henderson: Shawn Jordan v Derrick Lewis,Derrick Lewis,Shawn Jordan,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,loss,0.0,6.0,23.0,0.26,8.0,25.0,0.0,0.0,,0.0,0.0,0.9166666666666666,5.0,20.0,1.0,3.0,0.0,0.0,2.0,15.0,4.0,8.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Ricardo Abreu v Jake Collier,Ricardo Abreu,Jake Collier,http://ufcstats.com/fighter-details/aa6e591c2a2cdecd,loss,0.0,47.0,151.0,0.31,69.0,174.0,3.0,7.0,0.42,0.0,0.0,3.1,38.0,136.0,5.0,7.0,4.0,8.0,38.0,133.0,9.0,18.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Ricardo Abreu v Jake Collier,Jake Collier,Ricardo Abreu,http://ufcstats.com/fighter-details/92fa1401b7927da3,win,0.0,67.0,211.0,0.31,84.0,232.0,0.0,0.0,,0.0,0.0,0.2333333333333333,36.0,159.0,18.0,31.0,13.0,21.0,61.0,192.0,6.0,19.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Dustin Poirier v Yancy Medeiros,Dustin Poirier,Yancy Medeiros,http://ufcstats.com/fighter-details/029eaff01e6bb8f0,win,2.0,27.0,36.0,0.75,36.0,46.0,1.0,2.0,0.5,1.0,0.0,0.0,25.0,34.0,1.0,1.0,1.0,1.0,9.0,13.0,15.0,20.0,3.0,3.0
UFC Fight Night: Boetsch vs Henderson: Dustin Poirier v Yancy Medeiros,Yancy Medeiros,Dustin Poirier,http://ufcstats.com/fighter-details/813550bc53b15fb0,loss,0.0,6.0,13.0,0.46,6.0,13.0,0.0,0.0,,0.0,0.0,1.45,5.0,10.0,1.0,3.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Ben Rothwell v Matt Mitrione,Ben Rothwell,Matt Mitrione,http://ufcstats.com/fighter-details/bd58d34e39b7b12a,win,0.0,5.0,16.0,0.31,6.0,17.0,0.0,0.0,,1.0,0.0,0.0333333333333333,4.0,14.0,0.0,0.0,1.0,2.0,5.0,16.0,0.0,0.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Ben Rothwell v Matt Mitrione,Matt Mitrione,Ben Rothwell,http://ufcstats.com/fighter-details/ba280572acfba13f,loss,0.0,8.0,21.0,0.38,8.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,18.0,1.0,2.0,1.0,1.0,8.0,20.0,0.0,1.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Chris Wade v Christos Giagos,Chris Wade,Christos Giagos,http://ufcstats.com/fighter-details/c8097968da5e5f13,win,0.0,32.0,57.0,0.56,55.0,80.0,4.0,7.0,0.57,0.0,2.0,6.466666666666667,15.0,36.0,9.0,12.0,8.0,9.0,23.0,44.0,7.0,11.0,2.0,2.0
UFC Fight Night: Boetsch vs Henderson: Chris Wade v Christos Giagos,Christos Giagos,Chris Wade,http://ufcstats.com/fighter-details/de45aaae23dfa392,loss,0.0,28.0,84.0,0.33,41.0,98.0,0.0,4.0,0.0,0.0,1.0,2.85,17.0,70.0,10.0,13.0,1.0,1.0,19.0,68.0,9.0,16.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Joe Soto v Anthony Birchak,Joe Soto,Anthony Birchak,http://ufcstats.com/fighter-details/a4e85a58fbce64b2,loss,0.0,1.0,9.0,0.11,1.0,9.0,0.0,0.0,,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,1.0,0.0,0.0
UFC Fight Night: Boetsch vs Henderson: Joe Soto v Anthony Birchak,Anthony Birchak,Joe Soto,http://ufcstats.com/fighter-details/c5a126ace82a6025,win,2.0,16.0,39.0,0.41,18.0,41.0,0.0,0.0,,0.0,0.0,0.1333333333333333,11.0,32.0,2.0,3.0,3.0,4.0,5.0,20.0,9.0,15.0,2.0,4.0
UFC Fight Night: Boetsch vs Henderson: Thiago Tavares v Brian Ortega,Thiago Tavares,Brian Ortega,http://ufcstats.com/fighter-details/8a59d346dc976a10,loss,0.0,39.0,94.0,0.41,114.0,177.0,6.0,11.0,0.54,0.0,0.0,8.416666666666666,33.0,87.0,2.0,2.0,4.0,5.0,26.0,76.0,1.0,1.0,12.0,17.0
UFC Fight Night: Boetsch vs Henderson: Thiago Tavares v Brian Ortega,Brian Ortega,Thiago Tavares,http://ufcstats.com/fighter-details/def8166ff24bd237,win,1.0,41.0,101.0,0.4,56.0,117.0,0.0,0.0,,1.0,1.0,0.8833333333333333,39.0,97.0,1.0,3.0,1.0,1.0,22.0,72.0,5.0,7.0,14.0,22.0
UFC Fight Night: Boetsch vs Henderson: Jose Quinonez v Leonardo Morales,Jose Quinonez,Leonardo Morales,http://ufcstats.com/fighter-details/36549928f90f1d36,win,0.0,2.0,3.0,0.66,4.0,5.0,1.0,2.0,0.5,2.0,0.0,2.183333333333333,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
UFC Fight Night: Boetsch vs Henderson: Jose Quinonez v Leonardo Morales,Leonardo Morales,Jose Quinonez,http://ufcstats.com/fighter-details/45230be0641f3f53,loss,0.0,3.0,4.0,0.75,3.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0
UFC Fight Night: Condit vs Alves: KJ Noons v Alex Oliveira,KJ Noons,Alex Oliveira,http://ufcstats.com/fighter-details/b7ffa72aa148599a,loss,0.0,7.0,11.0,0.63,7.0,11.0,0.0,0.0,,0.0,0.0,0.0,5.0,8.0,0.0,0.0,2.0,3.0,6.0,10.0,1.0,1.0,0.0,0.0
UFC Fight Night: Condit vs Alves: KJ Noons v Alex Oliveira,Alex Oliveira,KJ Noons,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,win,0.0,3.0,13.0,0.23,4.0,14.0,3.0,5.0,0.6,1.0,0.0,1.3333333333333333,1.0,11.0,0.0,0.0,2.0,2.0,3.0,11.0,0.0,1.0,0.0,1.0
UFC Fight Night: Condit vs Alves: Nik Lentz v Charles Oliveira,Nik Lentz,Charles Oliveira,http://ufcstats.com/fighter-details/6fb1ba67bef41b37,loss,0.0,37.0,69.0,0.53,58.0,95.0,2.0,10.0,0.2,1.0,0.0,6.333333333333333,24.0,53.0,8.0,10.0,5.0,6.0,19.0,41.0,12.0,21.0,6.0,7.0
UFC Fight Night: Condit vs Alves: Nik Lentz v Charles Oliveira,Charles Oliveira,Nik Lentz,http://ufcstats.com/fighter-details/07225ba28ae309b6,win,1.0,64.0,84.0,0.76,84.0,105.0,1.0,2.0,0.5,2.0,0.0,1.95,36.0,51.0,25.0,28.0,3.0,5.0,13.0,20.0,23.0,27.0,28.0,37.0
UFC Fight Night: Condit vs Alves: Francimar Barroso v Ryan Jimmo,Francimar Barroso,Ryan Jimmo,http://ufcstats.com/fighter-details/b69f24c500d783e7,win,0.0,46.0,96.0,0.47,67.0,117.0,0.0,14.0,0.0,0.0,0.0,6.616666666666667,10.0,53.0,6.0,8.0,30.0,35.0,12.0,55.0,34.0,41.0,0.0,0.0
UFC Fight Night: Condit vs Alves: Francimar Barroso v Ryan Jimmo,Ryan Jimmo,Francimar Barroso,http://ufcstats.com/fighter-details/bc3ec52ef70fc155,loss,0.0,35.0,61.0,0.57,46.0,74.0,0.0,0.0,,0.0,0.0,0.4,14.0,37.0,10.0,12.0,11.0,12.0,24.0,48.0,11.0,13.0,0.0,0.0
UFC Fight Night: Condit vs Alves: Wendell Oliveira Marques v Darren Till,Wendell Oliveira Marques,Darren Till,http://ufcstats.com/fighter-details/32c03df3c9760069,loss,0.0,22.0,39.0,0.56,24.0,41.0,0.0,3.0,0.0,0.0,0.0,1.9833333333333332,3.0,14.0,1.0,1.0,18.0,24.0,4.0,18.0,18.0,21.0,0.0,0.0
UFC Fight Night: Condit vs Alves: Wendell Oliveira Marques v Darren Till,Darren Till,Wendell Oliveira Marques,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,win,0.0,25.0,41.0,0.6,26.0,42.0,0.0,2.0,0.0,0.0,0.0,1.1,15.0,28.0,5.0,8.0,5.0,5.0,17.0,30.0,0.0,1.0,8.0,10.0
UFC Fight Night: Condit vs Alves: Elizeu Zaleski dos Santos v Nicolas Dalby,Elizeu Zaleski dos Santos,Nicolas Dalby,http://ufcstats.com/fighter-details/8adcbd525fab8d9b,loss,0.0,57.0,131.0,0.43,61.0,135.0,0.0,2.0,0.0,0.0,1.0,0.6,37.0,106.0,13.0,17.0,7.0,8.0,44.0,114.0,11.0,14.0,2.0,3.0
UFC Fight Night: Condit vs Alves: Elizeu Zaleski dos Santos v Nicolas Dalby,Nicolas Dalby,Elizeu Zaleski dos Santos,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,win,0.0,41.0,139.0,0.29,50.0,150.0,6.0,10.0,0.6,0.0,0.0,4.233333333333333,14.0,101.0,12.0,19.0,15.0,19.0,27.0,114.0,12.0,21.0,2.0,4.0
UFC Fight Night: Condit vs Alves: Rony Jason v Damon Jackson,Rony Jason,Damon Jackson,http://ufcstats.com/fighter-details/b71ce838b01f2cad,loss,0.0,5.0,7.0,0.71,12.0,14.0,0.0,0.0,,1.0,0.0,0.1833333333333333,1.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,3.0,0.0,0.0
UFC Fight Night: Condit vs Alves: Rony Jason v Damon Jackson,Damon Jackson,Rony Jason,http://ufcstats.com/fighter-details/29af297d9f1de0f8,win,0.0,5.0,13.0,0.38,13.0,22.0,3.0,4.0,0.75,0.0,0.0,2.3666666666666667,5.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,3.0,3.0
UFC Fight Night: Condit vs Alves: Francisco Trinaldo v Norman Parke,Francisco Trinaldo,Norman Parke,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,win,0.0,66.0,191.0,0.34,70.0,196.0,0.0,0.0,,0.0,0.0,0.7666666666666667,32.0,148.0,18.0,26.0,16.0,17.0,55.0,173.0,7.0,14.0,4.0,4.0
UFC Fight Night: Condit vs Alves: Francisco Trinaldo v Norman Parke,Norman Parke,Francisco Trinaldo,http://ufcstats.com/fighter-details/14ff46596ad80609,loss,0.0,25.0,83.0,0.3,31.0,89.0,4.0,12.0,0.33,0.0,0.0,6.266666666666667,23.0,77.0,2.0,6.0,0.0,0.0,17.0,70.0,7.0,10.0,1.0,3.0
UFC Fight Night: Condit vs Alves: Juliana Lima v Ericka Almeida,Juliana Lima,Ericka Almeida,http://ufcstats.com/fighter-details/75a6a390fd5dca46,win,0.0,41.0,72.0,0.56,119.0,162.0,3.0,3.0,1.0,0.0,0.0,9.85,24.0,54.0,5.0,5.0,12.0,13.0,21.0,39.0,8.0,11.0,12.0,22.0
UFC Fight Night: Condit vs Alves: Juliana Lima v Ericka Almeida,Ericka Almeida,Juliana Lima,http://ufcstats.com/fighter-details/67a992d4cff22466,loss,0.0,13.0,37.0,0.35,32.0,58.0,0.0,2.0,0.0,0.0,0.0,0.55,11.0,35.0,1.0,1.0,1.0,1.0,12.0,35.0,1.0,1.0,0.0,1.0
UFC Fight Night: Condit vs Alves: Luiz Dutra v Tom Breese,Luiz Dutra,Tom Breese,http://ufcstats.com/fighter-details/2153a7f8396a46cc,loss,0.0,21.0,43.0,0.48,28.0,52.0,0.0,2.0,0.0,0.0,0.0,0.75,7.0,25.0,9.0,13.0,5.0,5.0,10.0,26.0,11.0,17.0,0.0,0.0
UFC Fight Night: Condit vs Alves: Luiz Dutra v Tom Breese,Tom Breese,Luiz Dutra,http://ufcstats.com/fighter-details/1588b787bda7b540,win,1.0,26.0,42.0,0.61,26.0,42.0,0.0,2.0,0.0,0.0,0.0,0.9666666666666668,11.0,23.0,11.0,15.0,4.0,4.0,8.0,16.0,11.0,15.0,7.0,11.0
