fight,fighter,opponent,fighter_url,result,kd,sig. str.,sig. str. att,sig. str. %,total str.,total str. att,td,td att,td %,sub. att,rev.,ctrl,head,head att,body,body att,leg,leg att,distance,distance att,clinch,clinch att,ground,ground att
UFC Fight Night: Holm vs. Vieira: Elise Reed v Sam Hughes,Sam Hughes,Elise Reed,http://ufcstats.com/fighter-details/e94085e821bd81de,win,0.0,43.0,65.0,0.66,130.0,161.0,4.0,7.0,0.57,0.0,0.0,11.983333333333333,33.0,51.0,6.0,10.0,4.0,4.0,7.0,19.0,6.0,10.0,30.0,36.0
UFC Fight Night: Holm vs. Vieira: Polyana Viana v Tabatha Ricci,Polyana Viana,Tabatha Ricci,http://ufcstats.com/fighter-details/9673a497a9da119a,loss,0.0,36.0,97.0,0.37,126.0,212.0,0.0,0.0,,0.0,0.0,0.15,18.0,74.0,11.0,14.0,7.0,9.0,29.0,86.0,3.0,7.0,4.0,4.0
UFC Fight Night: Holm vs. Vieira: Polyana Viana v Tabatha Ricci,Tabatha Ricci,Polyana Viana,http://ufcstats.com/fighter-details/d25240135aee03e5,win,0.0,33.0,73.0,0.45,72.0,126.0,5.0,10.0,0.5,0.0,0.0,9.516666666666667,11.0,43.0,3.0,8.0,19.0,22.0,21.0,57.0,0.0,1.0,12.0,15.0
UFC Fight Night: Holm vs. Vieira: Omar Morales v Uros Medic,Omar Morales,Uros Medic,http://ufcstats.com/fighter-details/a0e6753c42698f13,loss,0.0,33.0,85.0,0.38,33.0,85.0,0.0,0.0,,0.0,0.0,0.0,18.0,64.0,8.0,14.0,7.0,7.0,32.0,82.0,1.0,3.0,0.0,0.0
UFC Fight Night: Holm vs. Vieira: Omar Morales v Uros Medic,Uros Medic,Omar Morales,http://ufcstats.com/fighter-details/681399317dbf4701,win,2.0,47.0,86.0,0.54,47.0,86.0,0.0,0.0,,0.0,0.0,0.0333333333333333,21.0,57.0,13.0,16.0,13.0,13.0,45.0,83.0,2.0,3.0,0.0,0.0
UFC Fight Night: Holm vs. Vieira: Jailton Almeida v Parker Porter,Jailton Almeida,Parker Porter,http://ufcstats.com/fighter-details/41e83a89929d1327,win,0.0,18.0,34.0,0.52,36.0,58.0,1.0,2.0,0.5,1.0,0.0,4.483333333333333,16.0,32.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,33.0
UFC Fight Night: Holm vs. Vieira: Jailton Almeida v Parker Porter,Parker Porter,Jailton Almeida,http://ufcstats.com/fighter-details/ac40f7e3cbecdda4,loss,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFC Fight Night: Holm vs. Vieira: Chidi Njokuani v Dusko Todorovic,Chidi Njokuani,Dusko Todorovic,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,win,1.0,14.0,17.0,0.82,19.0,23.0,0.0,0.0,,1.0,0.0,0.8333333333333334,3.0,4.0,8.0,10.0,3.0,3.0,5.0,7.0,9.0,10.0,0.0,0.0
UFC Fight Night: Holm vs. Vieira: Chidi Njokuani v Dusko Todorovic,Dusko Todorovic,Chidi Njokuani,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,loss,0.0,5.0,7.0,0.71,9.0,11.0,2.0,7.0,0.28,0.0,0.0,3.216666666666667,4.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,1.0
UFC Fight Night: Holm vs. Vieira: Eryk Anders v JunYong Park,Eryk Anders,JunYong Park,http://ufcstats.com/fighter-details/cad24459b28592ca,loss,0.0,65.0,142.0,0.45,75.0,155.0,3.0,24.0,0.12,0.0,0.0,4.75,45.0,112.0,17.0,25.0,3.0,5.0,56.0,131.0,9.0,11.0,0.0,0.0
UFC Fight Night: Holm vs. Vieira: Eryk Anders v JunYong Park,JunYong Park,Eryk Anders,http://ufcstats.com/fighter-details/285ae0b4a68221f4,win,0.0,105.0,184.0,0.57,108.0,187.0,0.0,1.0,0.0,0.0,1.0,0.5166666666666667,74.0,152.0,16.0,17.0,15.0,15.0,85.0,161.0,20.0,23.0,0.0,0.0
UFC Fight Night: Holm vs. Vieira: Chase Hooper v Felipe Colares,Chase Hooper,Felipe Colares,http://ufcstats.com/fighter-details/971246648e162f0d,win,0.0,60.0,93.0,0.64,140.0,188.0,4.0,7.0,0.57,3.0,5.0,7.066666666666666,57.0,88.0,3.0,5.0,0.0,0.0,11.0,28.0,10.0,18.0,39.0,47.0
UFC Fight Night: Holm vs. Vieira: Chase Hooper v Felipe Colares,Felipe Colares,Chase Hooper,http://ufcstats.com/fighter-details/dbac0a413af64bbe,loss,0.0,21.0,23.0,0.91,43.0,46.0,2.0,4.0,0.5,0.0,3.0,4.233333333333333,14.0,16.0,4.0,4.0,3.0,3.0,9.0,10.0,1.0,1.0,11.0,12.0
UFC Fight Night: Holm vs. Vieira: Jonathan Martinez v Vince Morales,Jonathan Martinez,Vince Morales,http://ufcstats.com/fighter-details/f2477cf43c4975cc,win,0.0,88.0,154.0,0.57,88.0,154.0,2.0,2.0,1.0,0.0,0.0,0.6833333333333333,41.0,98.0,18.0,22.0,29.0,34.0,86.0,151.0,2.0,3.0,0.0,0.0
UFC Fight Night: Holm vs. Vieira: Jonathan Martinez v Vince Morales,Vince Morales,Jonathan Martinez,http://ufcstats.com/fighter-details/37098a6e6c27fb66,loss,0.0,51.0,153.0,0.33,62.0,164.0,0.0,0.0,,0.0,1.0,0.2333333333333333,33.0,127.0,15.0,23.0,3.0,3.0,48.0,149.0,2.0,3.0,1.0,1.0
UFC Fight Night: Holm vs. Vieira: Holly Holm v Ketlen Vieira,Holly Holm,Ketlen Vieira,http://ufcstats.com/fighter-details/634e2fb70bde3fd5,loss,0.0,96.0,157.0,0.61,188.0,263.0,0.0,6.0,0.0,0.0,0.0,10.05,26.0,79.0,34.0,40.0,36.0,38.0,76.0,133.0,20.0,24.0,0.0,0.0
UFC Fight Night: Holm vs. Vieira: Holly Holm v Ketlen Vieira,Ketlen Vieira,Holly Holm,http://ufcstats.com/fighter-details/b9706f80d005036c,win,0.0,85.0,151.0,0.56,122.0,190.0,1.0,7.0,0.14,1.0,0.0,1.4,49.0,109.0,29.0,34.0,7.0,8.0,49.0,110.0,32.0,37.0,4.0,4.0
UFC Fight Night: Holm vs. Vieira: Santiago Ponzinibbio v Michel Pereira,Santiago Ponzinibbio,Michel Pereira,http://ufcstats.com/fighter-details/6d1bffff14897645,loss,0.0,105.0,220.0,0.47,106.0,221.0,1.0,4.0,0.25,0.0,0.0,0.3,78.0,185.0,13.0,18.0,14.0,17.0,103.0,217.0,1.0,1.0,1.0,2.0
UFC Fight Night: Holm vs. Vieira: Santiago Ponzinibbio v Michel Pereira,Michel Pereira,Santiago Ponzinibbio,http://ufcstats.com/fighter-details/595db60957de51d3,win,0.0,110.0,216.0,0.5,110.0,216.0,0.0,0.0,,0.0,0.0,0.0166666666666666,52.0,143.0,42.0,56.0,16.0,17.0,108.0,214.0,2.0,2.0,0.0,0.0
UFC Fight Night: Blachowicz vs. Rakic: Jake Hadley v Allan Nascimento,Jake Hadley,Allan Nascimento,http://ufcstats.com/fighter-details/60a42bf82447c919,loss,0.0,8.0,29.0,0.27,26.0,47.0,0.0,0.0,,1.0,1.0,3.8333333333333335,5.0,25.0,3.0,4.0,0.0,0.0,3.0,20.0,1.0,1.0,4.0,8.0
UFC Fight Night: Blachowicz vs. Rakic: Jake Hadley v Allan Nascimento,Allan Nascimento,Jake Hadley,http://ufcstats.com/fighter-details/253076a23d03dcd0,win,0.0,19.0,52.0,0.36,36.0,69.0,2.0,4.0,0.5,0.0,3.0,9.45,7.0,32.0,8.0,16.0,4.0,4.0,10.0,27.0,1.0,2.0,8.0,23.0
UFC Fight Night: Blachowicz vs. Rakic: Tatsuro Taira v Carlos Candelario,Tatsuro Taira,Carlos Candelario,http://ufcstats.com/fighter-details/4461d7e47375a895,win,1.0,57.0,87.0,0.65,89.0,132.0,1.0,5.0,0.2,3.0,2.0,6.95,45.0,74.0,5.0,6.0,7.0,7.0,15.0,30.0,2.0,2.0,40.0,55.0
UFC Fight Night: Blachowicz vs. Rakic: Tatsuro Taira v Carlos Candelario,Carlos Candelario,Tatsuro Taira,http://ufcstats.com/fighter-details/760a55d5b6098cbe,loss,0.0,9.0,34.0,0.26,21.0,47.0,2.0,5.0,0.4,1.0,3.0,3.466666666666667,6.0,27.0,3.0,6.0,0.0,1.0,9.0,34.0,0.0,0.0,0.0,0.0
UFC Fight Night: Blachowicz vs. Rakic: Michael Johnson v Alan Patrick,Michael Johnson,Alan Patrick,http://ufcstats.com/fighter-details/511e82663651438d,win,1.0,30.0,48.0,0.62,40.0,61.0,1.0,1.0,1.0,0.0,0.0,2.0166666666666666,18.0,35.0,9.0,9.0,3.0,4.0,25.0,43.0,2.0,2.0,3.0,3.0
UFC Fight Night: Blachowicz vs. Rakic: Michael Johnson v Alan Patrick,Alan Patrick,Michael Johnson,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8,loss,0.0,22.0,47.0,0.46,30.0,56.0,0.0,5.0,0.0,0.0,0.0,0.2,7.0,30.0,9.0,11.0,6.0,6.0,20.0,42.0,2.0,5.0,0.0,0.0
UFC Fight Night: Blachowicz vs. Rakic: Katlyn Cerminara v Amanda Ribas,Katlyn Cerminara,Amanda Ribas,http://ufcstats.com/fighter-details/e872e9a9a902c045,win,0.0,63.0,222.0,0.28,71.0,230.0,0.0,2.0,0.0,0.0,0.0,0.1,42.0,175.0,20.0,44.0,1.0,3.0,56.0,210.0,7.0,12.0,0.0,0.0
UFC Fight Night: Blachowicz vs. Rakic: Katlyn Cerminara v Amanda Ribas,Amanda Ribas,Katlyn Cerminara,http://ufcstats.com/fighter-details/beecb672a279223e,loss,0.0,55.0,169.0,0.32,84.0,204.0,3.0,6.0,0.5,0.0,0.0,4.816666666666666,28.0,124.0,8.0,23.0,19.0,22.0,49.0,156.0,3.0,7.0,3.0,6.0
UFC Fight Night: Blachowicz vs. Rakic: Viviane Araujo v Andrea Lee,Viviane Araujo,Andrea Lee,http://ufcstats.com/fighter-details/36541f1e6c5d4955,win,0.0,39.0,79.0,0.49,96.0,160.0,3.0,5.0,0.6,2.0,0.0,10.666666666666666,25.0,63.0,9.0,11.0,5.0,5.0,32.0,66.0,0.0,0.0,7.0,13.0
UFC Fight Night: Blachowicz vs. Rakic: Viviane Araujo v Andrea Lee,Andrea Lee,Viviane Araujo,http://ufcstats.com/fighter-details/05fa626cb33d15b8,loss,1.0,47.0,82.0,0.57,64.0,103.0,1.0,2.0,0.5,0.0,0.0,0.8,34.0,65.0,9.0,13.0,4.0,4.0,36.0,64.0,7.0,11.0,4.0,7.0
UFC Fight Night: Blachowicz vs. Rakic: Ryan Spann v Ion Cutelaba,Ryan Spann,Ion Cutelaba,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,win,0.0,4.0,11.0,0.36,5.0,12.0,0.0,0.0,,1.0,0.0,0.0666666666666666,4.0,11.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0
UFC Fight Night: Blachowicz vs. Rakic: Ryan Spann v Ion Cutelaba,Ion Cutelaba,Ryan Spann,http://ufcstats.com/fighter-details/cd13728ae1151f46,loss,0.0,2.0,9.0,0.22,2.0,9.0,3.0,3.0,1.0,0.0,0.0,1.1833333333333331,2.0,8.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,3.0,1.0,1.0
UFC Fight Night: Blachowicz vs. Rakic: Nick Maximov v Andre Petroski,Nick Maximov,Andre Petroski,http://ufcstats.com/fighter-details/12585614e0ed2626,loss,0.0,4.0,11.0,0.36,4.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,3.0,0.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0
UFC Fight Night: Blachowicz vs. Rakic: Nick Maximov v Andre Petroski,Andre Petroski,Nick Maximov,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,win,0.0,1.0,10.0,0.1,1.0,10.0,0.0,0.0,,1.0,0.0,0.3833333333333333,0.0,8.0,0.0,0.0,1.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0
UFC Fight Night: Blachowicz vs. Rakic: Jan Blachowicz v Aleksandar Rakic,Jan Blachowicz,Aleksandar Rakic,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,win,0.0,31.0,71.0,0.43,53.0,94.0,0.0,0.0,,1.0,0.0,0.0166666666666666,8.0,31.0,9.0,21.0,14.0,19.0,31.0,69.0,0.0,2.0,0.0,0.0
UFC Fight Night: Blachowicz vs. Rakic: Jan Blachowicz v Aleksandar Rakic,Aleksandar Rakic,Jan Blachowicz,http://ufcstats.com/fighter-details/333b9e5c723ac873,loss,0.0,27.0,85.0,0.31,61.0,125.0,1.0,4.0,0.25,0.0,0.0,4.55,14.0,60.0,2.0,9.0,11.0,16.0,17.0,70.0,0.0,0.0,10.0,15.0
UFC Fight Night: Blachowicz vs. Rakic: Frank Camacho v Manuel Torres,Frank Camacho,Manuel Torres,http://ufcstats.com/fighter-details/764342d39cdaa54a,loss,0.0,16.0,31.0,0.51,24.0,40.0,0.0,5.0,0.0,0.0,0.0,0.2333333333333333,10.0,24.0,2.0,2.0,4.0,5.0,14.0,29.0,2.0,2.0,0.0,0.0
UFC Fight Night: Blachowicz vs. Rakic: Frank Camacho v Manuel Torres,Manuel Torres,Frank Camacho,http://ufcstats.com/fighter-details/2e7878927067fdca,win,1.0,34.0,64.0,0.53,34.0,64.0,0.0,1.0,0.0,0.0,0.0,0.2666666666666666,27.0,56.0,6.0,7.0,1.0,1.0,30.0,60.0,4.0,4.0,0.0,0.0
UFC Fight Night: Blachowicz vs. Rakic: Virna Jandiroba v Angela Hill,Virna Jandiroba,Angela Hill,http://ufcstats.com/fighter-details/7dda2cf308f24a02,win,0.0,14.0,60.0,0.23,92.0,151.0,3.0,8.0,0.37,0.0,0.0,7.066666666666666,13.0,52.0,1.0,8.0,0.0,0.0,13.0,58.0,1.0,2.0,0.0,0.0
UFC Fight Night: Blachowicz vs. Rakic: Virna Jandiroba v Angela Hill,Angela Hill,Virna Jandiroba,http://ufcstats.com/fighter-details/f0feeb2192937424,loss,0.0,21.0,55.0,0.38,44.0,86.0,1.0,2.0,0.5,0.0,1.0,2.1333333333333333,14.0,42.0,7.0,13.0,0.0,0.0,19.0,52.0,2.0,2.0,0.0,1.0
UFC Fight Night: Blachowicz vs. Rakic: Davey Grant v Louis Smolka,Davey Grant,Louis Smolka,http://ufcstats.com/fighter-details/113df4fde64735c6,win,1.0,81.0,197.0,0.41,84.0,200.0,0.0,1.0,0.0,0.0,0.0,0.5833333333333334,36.0,134.0,29.0,42.0,16.0,21.0,68.0,180.0,6.0,8.0,7.0,9.0
UFC Fight Night: Blachowicz vs. Rakic: Davey Grant v Louis Smolka,Louis Smolka,Davey Grant,http://ufcstats.com/fighter-details/d2bc285ead803db0,loss,0.0,71.0,139.0,0.51,75.0,145.0,0.0,3.0,0.0,0.0,0.0,0.5833333333333334,46.0,101.0,19.0,31.0,6.0,7.0,67.0,133.0,1.0,1.0,3.0,5.0
UFC 274: Oliveira vs. Gaethje: Charles Oliveira v Justin Gaethje,Charles Oliveira,Justin Gaethje,http://ufcstats.com/fighter-details/07225ba28ae309b6,win,1.0,30.0,47.0,0.63,33.0,52.0,0.0,1.0,0.0,2.0,0.0,0.65,18.0,32.0,11.0,13.0,1.0,2.0,20.0,34.0,8.0,10.0,2.0,3.0
UFC 274: Oliveira vs. Gaethje: Charles Oliveira v Justin Gaethje,Justin Gaethje,Charles Oliveira,http://ufcstats.com/fighter-details/9e8f6c728eb01124,loss,1.0,21.0,33.0,0.63,21.0,33.0,0.0,0.0,,0.0,0.0,0.2166666666666666,13.0,22.0,3.0,3.0,5.0,8.0,15.0,26.0,6.0,7.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Mauricio Rua v Ovince Saint Preux,Mauricio Rua,Ovince Saint Preux,http://ufcstats.com/fighter-details/140745cbbcb023ac,loss,0.0,54.0,99.0,0.54,54.0,99.0,0.0,0.0,,0.0,0.0,0.0,18.0,53.0,11.0,17.0,25.0,29.0,54.0,99.0,0.0,0.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Mauricio Rua v Ovince Saint Preux,Ovince Saint Preux,Mauricio Rua,http://ufcstats.com/fighter-details/50db8711c70196cd,win,0.0,62.0,112.0,0.55,62.0,112.0,0.0,1.0,0.0,0.0,0.0,0.25,18.0,57.0,36.0,43.0,8.0,12.0,62.0,112.0,0.0,0.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Blagoy Ivanov v Marcos Rogerio de Lima,Blagoy Ivanov,Marcos Rogerio de Lima,http://ufcstats.com/fighter-details/1788eee370f077b7,win,0.0,62.0,128.0,0.48,75.0,142.0,0.0,4.0,0.0,0.0,0.0,3.8666666666666663,53.0,118.0,9.0,10.0,0.0,0.0,54.0,118.0,8.0,10.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Blagoy Ivanov v Marcos Rogerio de Lima,Marcos Rogerio de Lima,Blagoy Ivanov,http://ufcstats.com/fighter-details/ab943cd2c3c17825,loss,0.0,68.0,133.0,0.51,81.0,147.0,1.0,5.0,0.2,0.0,0.0,2.066666666666667,46.0,107.0,18.0,20.0,4.0,6.0,58.0,115.0,10.0,18.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Tracy Cortez v Melissa Gatto,Tracy Cortez,Melissa Gatto,http://ufcstats.com/fighter-details/68d4a891e5cf2029,win,0.0,36.0,66.0,0.54,70.0,102.0,2.0,3.0,0.66,1.0,1.0,7.9,25.0,51.0,6.0,9.0,5.0,6.0,14.0,37.0,2.0,2.0,20.0,27.0
UFC 274: Oliveira vs. Gaethje: Tracy Cortez v Melissa Gatto,Melissa Gatto,Tracy Cortez,http://ufcstats.com/fighter-details/a4a80dd7336ffd59,loss,0.0,30.0,73.0,0.41,49.0,95.0,3.0,6.0,0.5,1.0,1.0,3.283333333333333,25.0,61.0,3.0,7.0,2.0,5.0,27.0,69.0,0.0,1.0,3.0,3.0
UFC 274: Oliveira vs. Gaethje: Randy Brown v Khaos Williams,Randy Brown,Khaos Williams,http://ufcstats.com/fighter-details/c6aee362c7a7d482,win,0.0,93.0,177.0,0.52,103.0,188.0,0.0,4.0,0.0,0.0,0.0,0.1833333333333333,68.0,144.0,15.0,22.0,10.0,11.0,74.0,156.0,19.0,21.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Randy Brown v Khaos Williams,Khaos Williams,Randy Brown,http://ufcstats.com/fighter-details/2558ae2e5671e318,loss,1.0,75.0,224.0,0.33,96.0,246.0,0.0,0.0,,0.0,0.0,4.15,26.0,159.0,16.0,21.0,33.0,44.0,68.0,207.0,4.0,10.0,3.0,7.0
UFC 274: Oliveira vs. Gaethje: Journey Newson v Fernie Garcia,Journey Newson,Fernie Garcia,http://ufcstats.com/fighter-details/78f485f851891d68,win,0.0,57.0,143.0,0.39,63.0,150.0,2.0,3.0,0.66,0.0,0.0,0.7,23.0,92.0,21.0,30.0,13.0,21.0,52.0,138.0,1.0,1.0,4.0,4.0
UFC 274: Oliveira vs. Gaethje: Journey Newson v Fernie Garcia,Fernie Garcia,Journey Newson,http://ufcstats.com/fighter-details/9e92e1ca498d7244,loss,0.0,37.0,103.0,0.35,38.0,104.0,0.0,0.0,,0.0,0.0,0.0333333333333333,24.0,84.0,6.0,12.0,7.0,7.0,37.0,101.0,0.0,2.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Kleydson Rodrigues v CJ Vergara,Kleydson Rodrigues,CJ Vergara,http://ufcstats.com/fighter-details/102a8fdf8cbf7467,loss,0.0,81.0,143.0,0.56,93.0,156.0,2.0,7.0,0.28,1.0,2.0,3.2333333333333334,39.0,91.0,32.0,40.0,10.0,12.0,70.0,131.0,6.0,7.0,5.0,5.0
UFC 274: Oliveira vs. Gaethje: Kleydson Rodrigues v CJ Vergara,CJ Vergara,Kleydson Rodrigues,http://ufcstats.com/fighter-details/077e3ace32b72be9,win,0.0,71.0,127.0,0.55,155.0,221.0,0.0,0.0,,0.0,0.0,4.333333333333333,42.0,89.0,18.0,25.0,11.0,13.0,45.0,92.0,7.0,10.0,19.0,25.0
UFC 274: Oliveira vs. Gaethje: Francisco Trinaldo v Danny Roberts,Francisco Trinaldo,Danny Roberts,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,win,0.0,80.0,124.0,0.64,91.0,137.0,0.0,1.0,0.0,1.0,0.0,4.35,62.0,102.0,16.0,20.0,2.0,2.0,51.0,86.0,21.0,26.0,8.0,12.0
UFC 274: Oliveira vs. Gaethje: Francisco Trinaldo v Danny Roberts,Danny Roberts,Francisco Trinaldo,http://ufcstats.com/fighter-details/a6cba6bb66c1a8c9,loss,0.0,36.0,118.0,0.3,44.0,128.0,0.0,0.0,,0.0,0.0,0.65,15.0,92.0,12.0,15.0,9.0,11.0,27.0,103.0,8.0,14.0,1.0,1.0
UFC 274: Oliveira vs. Gaethje: Macy Chiasson v Norma Dumont,Macy Chiasson,Norma Dumont,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,win,0.0,32.0,89.0,0.35,131.0,194.0,6.0,12.0,0.5,0.0,0.0,7.566666666666666,14.0,59.0,8.0,13.0,10.0,17.0,27.0,84.0,5.0,5.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Macy Chiasson v Norma Dumont,Norma Dumont,Macy Chiasson,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,loss,0.0,38.0,75.0,0.5,96.0,136.0,0.0,0.0,,0.0,0.0,0.4333333333333333,27.0,60.0,8.0,10.0,3.0,5.0,28.0,62.0,10.0,13.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Michael Chandler v Tony Ferguson,Michael Chandler,Tony Ferguson,http://ufcstats.com/fighter-details/4b93a88f3b1de35b,win,1.0,27.0,53.0,0.5,43.0,73.0,1.0,1.0,1.0,0.0,0.0,2.4833333333333334,15.0,39.0,6.0,8.0,6.0,6.0,18.0,38.0,0.0,0.0,9.0,15.0
UFC 274: Oliveira vs. Gaethje: Michael Chandler v Tony Ferguson,Tony Ferguson,Michael Chandler,http://ufcstats.com/fighter-details/22a92d7f62195791,loss,0.0,20.0,50.0,0.4,27.0,58.0,0.0,0.0,,0.0,0.0,0.0,13.0,38.0,2.0,7.0,5.0,5.0,17.0,42.0,0.0,0.0,3.0,8.0
UFC 274: Oliveira vs. Gaethje: Andre Fialho v Cameron VanCamp,Andre Fialho,Cameron VanCamp,http://ufcstats.com/fighter-details/33efaf2d0941cfcf,win,1.0,17.0,24.0,0.7,17.0,24.0,0.0,0.0,,0.0,0.0,0.0333333333333333,12.0,19.0,2.0,2.0,3.0,3.0,16.0,23.0,0.0,0.0,1.0,1.0
UFC 274: Oliveira vs. Gaethje: Andre Fialho v Cameron VanCamp,Cameron VanCamp,Andre Fialho,http://ufcstats.com/fighter-details/87e2468b986ebb79,loss,0.0,19.0,31.0,0.61,19.0,31.0,0.0,0.0,,0.0,0.0,0.0,9.0,19.0,4.0,6.0,6.0,6.0,19.0,31.0,0.0,0.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Rose Namajunas v Carla Esparza,Rose Namajunas,Carla Esparza,http://ufcstats.com/fighter-details/47b63240018d5d86,loss,0.0,37.0,136.0,0.27,38.0,137.0,1.0,1.0,1.0,0.0,0.0,0.1666666666666666,30.0,122.0,6.0,12.0,1.0,2.0,36.0,135.0,1.0,1.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Rose Namajunas v Carla Esparza,Carla Esparza,Rose Namajunas,http://ufcstats.com/fighter-details/d910665038efc639,win,0.0,30.0,133.0,0.22,30.0,133.0,2.0,11.0,0.18,0.0,0.0,0.3666666666666666,15.0,108.0,4.0,11.0,11.0,14.0,27.0,128.0,3.0,5.0,0.0,0.0
UFC 274: Oliveira vs. Gaethje: Brandon Royval v Matt Schnell,Brandon Royval,Matt Schnell,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15,win,0.0,14.0,39.0,0.35,14.0,39.0,0.0,0.0,,1.0,0.0,0.2166666666666666,9.0,33.0,2.0,3.0,3.0,3.0,13.0,37.0,1.0,1.0,0.0,1.0
UFC 274: Oliveira vs. Gaethje: Brandon Royval v Matt Schnell,Matt Schnell,Brandon Royval,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,loss,1.0,12.0,33.0,0.36,15.0,36.0,0.0,0.0,,0.0,0.0,0.9,9.0,29.0,3.0,4.0,0.0,0.0,10.0,28.0,0.0,0.0,2.0,5.0
UFC 274: Oliveira vs. Gaethje: Ariane Carnelossi v Loopy Godinez,Ariane Carnelossi,Loopy Godinez,http://ufcstats.com/fighter-details/c0d5c0c95c59050b,loss,0.0,9.0,20.0,0.45,23.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,18.0,1.0,1.0,1.0,1.0,4.0,13.0,3.0,5.0,2.0,2.0
UFC 274: Oliveira vs. Gaethje: Ariane Carnelossi v Loopy Godinez,Loopy Godinez,Ariane Carnelossi,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,win,0.0,46.0,61.0,0.75,130.0,173.0,8.0,8.0,1.0,2.0,0.0,13.433333333333334,36.0,49.0,10.0,12.0,0.0,0.0,11.0,19.0,8.0,12.0,27.0,30.0
UFC Fight Night: Font vs. Vera: Gina Mazany v Shanna Young,Gina Mazany,Shanna Young,http://ufcstats.com/fighter-details/016a8d958883167c,loss,0.0,48.0,86.0,0.55,57.0,95.0,1.0,5.0,0.2,0.0,0.0,1.3666666666666667,15.0,50.0,24.0,27.0,9.0,9.0,43.0,77.0,5.0,9.0,0.0,0.0
UFC Fight Night: Font vs. Vera: Gina Mazany v Shanna Young,Shanna Young,Gina Mazany,http://ufcstats.com/fighter-details/568bbad0eaced57c,win,0.0,49.0,102.0,0.48,62.0,118.0,0.0,0.0,,0.0,1.0,0.95,34.0,79.0,12.0,20.0,3.0,3.0,33.0,78.0,2.0,2.0,14.0,22.0
UFC Fight Night: Font vs. Vera: Krzysztof Jotko v Gerald Meerschaert,Krzysztof Jotko,Gerald Meerschaert,http://ufcstats.com/fighter-details/4e06913c91da5200,win,0.0,65.0,124.0,0.52,129.0,195.0,4.0,4.0,1.0,0.0,0.0,5.416666666666667,51.0,102.0,8.0,15.0,6.0,7.0,52.0,110.0,7.0,8.0,6.0,6.0
UFC Fight Night: Font vs. Vera: Krzysztof Jotko v Gerald Meerschaert,Gerald Meerschaert,Krzysztof Jotko,http://ufcstats.com/fighter-details/6ac9bc2953c47345,loss,0.0,37.0,91.0,0.4,46.0,101.0,1.0,4.0,0.25,0.0,0.0,1.9,17.0,70.0,8.0,9.0,12.0,12.0,28.0,80.0,9.0,11.0,0.0,0.0
UFC Fight Night: Font vs. Vera: Andrei Arlovski v Jake Collier,Andrei Arlovski,Jake Collier,http://ufcstats.com/fighter-details/3738e68d2261e60f,win,0.0,91.0,164.0,0.55,105.0,178.0,0.0,0.0,,0.0,0.0,0.0166666666666666,66.0,137.0,15.0,17.0,10.0,10.0,82.0,152.0,8.0,11.0,1.0,1.0
UFC Fight Night: Font vs. Vera: Andrei Arlovski v Jake Collier,Jake Collier,Andrei Arlovski,http://ufcstats.com/fighter-details/92fa1401b7927da3,loss,0.0,93.0,188.0,0.49,132.0,231.0,2.0,3.0,0.66,0.0,0.0,3.633333333333333,77.0,168.0,7.0,10.0,9.0,10.0,81.0,171.0,12.0,17.0,0.0,0.0
